age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
62;admin.;married;tertiary;no;-986;yes;no;telephone;3;jun;299;1;-1;0;unknown;no
52;blue-collar;divorced;tertiary;no;-1096;no;yes;cellular;28;jun;35;5;-1;0;unknown;no
57;admin.;married;tertiary;no;652;no;yes;cellular;5;jul;411;1;-1;0;unknown;yes
53;technician;married;primary;no;4030;no;no;cellular;13;may;82;5;-1;0;unknown;no
38;entrepreneur;married;secondary;no;156;yes;no;cellular;24;jul;141;2;-1;0;unknown;no
40;services;single;secondary;no;-1577;no;no;unknown;20;may;6;1;-1;0;unknown;no
37;blue-collar;married;tertiary;no;13;no;yes;cellular;7;jul;131;1;-1;0;unknown;no
26;blue-collar;divorced;tertiary;no;1084;yes;no;unknown;28;may;61;1;-1;0;unknown;no
28;technician;married;tertiary;no;516;yes;no;cellular;15;jul;187;2;-1;0;unknown;no
48;blue-collar;divorced;tertiary;no;-711;yes;no;unknown;29;may;2;2;-1;0;unknown;no
33;entrepreneur;married;secondary;no;269;no;no;unknown;16;jul;168;2;-1;0;unknown;no
41;blue-collar;married;primary;no;-2658;no;no;unknown;16;jun;708;3;-1;0;unknown;no
29;blue-collar;single;secondary;no;-2403;yes;no;cellular;20;jul;317;4;-1;0;unknown;no
37;blue-collar;divorced;secondary;no;-2259;yes;no;cellular;11;jul;249;2;-1;0;unknown;no
46;blue-collar;married;secondary;no;5689;yes;yes;unknown;29;may;210;3;-1;0;unknown;no
22;entrepreneur;married;unknown;no;4138;yes;yes;cellular;25;feb;97;1;-1;0;unknown;no
40;unemployed;married;tertiary;no;557;no;no;unknown;21;jul;52;5;238;7;failure;no
47;entrepreneur;married;primary;no;4235;yes;no;cellular;4;jun;2;1;-1;0;unknown;no
40;admin.;married;tertiary;no;-723;yes;no;cellular;29;aug;116;1;-1;0;unknown;no
30;blue-collar;married;tertiary;no;-5591;no;no;cellular;26;jun;296;3;-1;0;unknown;no
41;services;married;secondary;no;4578;no;no;unknown;8;aug;162;3;-1;0;unknown;yes
25;retired;married;secondary;no;-100;yes;no;cellular;23;jun;276;2;686;10;unknown;no
39;blue-collar;married;secondary;no;-659;yes;no;cellular;26;may;137;1;-1;0;unknown;no
30;blue-collar;married;primary;no;752;yes;no;unknown;6;jul;44;6;-1;0;unknown;no
33;admin.;married;primary;no;5927;yes;no;unknown;22;aug;221;2;-1;0;unknown;yes
61;admin.;married;secondary;no;1016;yes;no;cellular;4;nov;28;1;-1;0;unknown;no
53;retired;married;secondary;no;7973;yes;no;unknown;25;jan;492;2;-1;0;unknown;no
46;entrepreneur;married;secondary;no;885;yes;no;unknown;15;nov;864;1;-1;0;unknown;yes
45;entrepreneur;married;secondary;no;-3076;yes;no;cellular;31;apr;413;19;-1;0;unknown;no
45;admin.;divorced;primary;no;6227;no;no;cellular;20;aug;57;6;-1;0;unknown;yes
40;services;divorced;unknown;no;-1463;yes;no;cellular;26;aug;332;5;-1;0;unknown;no
38;blue-collar;married;tertiary;no;1584;no;no;cellular;12;jun;32;2;404;19;failure;no
34;retired;single;tertiary;no;-2048;yes;no;telephone;11;jul;1431;2;-1;0;unknown;yes
41;services;married;tertiary;no;265;no;no;cellular;13;jun;29;2;-1;0;unknown;no
27;services;married;tertiary;no;-454;yes;no;cellular;15;nov;598;1;-1;0;unknown;no
42;admin.;married;secondary;no;2032;yes;no;cellular;20;apr;581;11;213;5;success;no
54;unemployed;married;secondary;no;2619;yes;no;cellular;31;jun;253;2;-1;0;unknown;yes
47;entrepreneur;single;tertiary;no;1591;yes;no;cellular;30;may;442;2;-1;0;unknown;no
42;blue-collar;divorced;unknown;no;835;yes;no;unknown;20;may;399;1;-1;0;unknown;no
23;admin.;single;primary;no;1026;no;no;unknown;5;may;164;1;-1;0;unknown;no
35;admin.;single;tertiary;no;2382;no;no;cellular;27;feb;533;6;-1;0;unknown;yes
66;entrepreneur;single;secondary;no;4272;no;no;cellular;1;may;260;2;-1;0;unknown;yes
43;technician;married;secondary;no;5313;no;yes;cellular;23;jun;264;1;-1;0;unknown;no
30;technician;single;primary;no;3129;no;no;unknown;21;apr;17;3;-1;0;unknown;yes
42;technician;single;tertiary;no;215;no;no;unknown;7;apr;310;4;-1;0;unknown;no
44;admin.;married;unknown;no;-183;yes;no;unknown;23;feb;24;7;-1;0;unknown;no
41;services;divorced;primary;no;-2532;no;yes;unknown;15;jul;132;8;-1;0;unknown;no
43;retired;married;secondary;no;4431;yes;no;cellular;23;aug;19;3;-1;0;unknown;no
32;blue-collar;single;secondary;no;7787;no;no;unknown;3;may;168;1;-1;0;unknown;no
60;entrepreneur;single;secondary;no;-4552;no;no;cellular;30;jul;117;12;-1;0;unknown;no
38;admin.;single;primary;no;3411;yes;no;unknown;12;jun;196;2;-1;0;unknown;no
40;student;single;tertiary;no;3529;no;no;cellular;25;nov;372;2;740;16;failure;no
37;blue-collar;single;unknown;no;898;yes;no;cellular;2;may;124;3;-1;0;unknown;no
58;admin.;married;primary;no;3500;no;no;cellular;22;jul;249;1;-1;0;unknown;no
37;retired;single;secondary;no;-557;yes;no;cellular;18;aug;17;1;-1;0;unknown;no
32;housemaid;single;tertiary;no;3719;yes;no;telephone;26;jul;127;1;-1;0;unknown;no
48;student;married;secondary;no;641;yes;no;cellular;17;feb;144;2;-1;0;unknown;no
30;technician;divorced;unknown;no;1909;yes;no;unknown;28;may;71;1;-1;0;unknown;no
25;blue-collar;single;secondary;no;3856;yes;no;unknown;22;jan;464;1;-1;0;unknown;no
37;housemaid;married;secondary;no;7786;yes;no;cellular;30;nov;319;1;-1;0;unknown;no
38;unknown;married;secondary;yes;5293;no;no;unknown;14;mar;15;6;-1;0;unknown;no
55;blue-collar;divorced;secondary;no;-3732;no;no;telephone;30;aug;57;2;-1;0;unknown;no
27;unemployed;divorced;secondary;no;-160;no;no;unknown;20;may;48;10;-1;0;unknown;yes
38;technician;married;secondary;no;-302;yes;no;cellular;21;nov;87;1;-1;0;unknown;no
35;unknown;married;tertiary;no;-1716;yes;no;unknown;12;aug;20;1;-1;0;unknown;no
27;housemaid;married;primary;no;-1317;no;no;telephone;18;dec;37;1;-1;0;unknown;no
31;housemaid;single;secondary;no;6250;no;no;cellular;22;jul;617;2;-1;0;unknown;yes
46;entrepreneur;married;secondary;no;1772;yes;no;cellular;6;may;326;3;309;8;unknown;no
59;services;married;secondary;no;3911;yes;no;unknown;27;aug;523;3;210;9;success;yes
48;blue-collar;married;tertiary;no;5055;yes;no;cellular;10;jun;120;1;-1;0;unknown;no
56;admin.;married;secondary;no;3222;no;no;cellular;28;jun;487;1;-1;0;unknown;yes
19;student;married;tertiary;no;-2188;no;no;cellular;7;jun;36;5;-1;0;unknown;no
38;blue-collar;married;unknown;no;866;yes;no;cellular;24;may;98;1;-1;0;unknown;no
39;technician;single;tertiary;no;97;no;no;cellular;19;aug;93;3;-1;0;unknown;yes
52;retired;divorced;tertiary;no;-1235;yes;no;cellular;5;may;162;1;-1;0;unknown;no
66;management;married;secondary;no;5146;no;no;unknown;27;jul;42;1;-1;0;unknown;no
45;blue-collar;single;secondary;no;2511;yes;no;unknown;7;may;143;1;-1;0;unknown;no
38;retired;married;primary;no;-4940;no;no;unknown;13;aug;353;2;375;21;failure;no
34;retired;divorced;secondary;no;-1218;yes;yes;cellular;1;may;314;1;-1;0;unknown;no
38;self-employed;single;secondary;no;786;yes;no;cellular;3;may;58;2;-1;0;unknown;no
26;admin.;married;primary;no;-2148;yes;no;telephone;18;aug;447;3;-1;0;unknown;no
25;housemaid;married;secondary;no;5337;no;no;cellular;3;aug;141;6;-1;0;unknown;no
43;services;married;secondary;no;774;yes;no;unknown;17;aug;63;3;-1;0;unknown;no
38;blue-collar;single;secondary;no;-7129;no;no;cellular;29;jan;117;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;10916;yes;no;cellular;7;feb;58;1;-1;0;unknown;no
54;blue-collar;divorced;tertiary;no;424;no;no;cellular;3;jun;567;3;-1;0;unknown;yes
76;admin.;married;secondary;no;4430;no;no;cellular;3;feb;152;2;-1;0;unknown;no
35;technician;married;secondary;no;1395;no;no;unknown;7;jul;800;1;-1;0;unknown;no
30;technician;married;secondary;no;-198;no;no;cellular;18;aug;124;1;-1;0;unknown;no
54;services;single;tertiary;no;426;no;no;cellular;13;may;23;2;194;16;success;no
28;services;married;primary;no;4392;no;yes;cellular;26;apr;217;1;-1;0;unknown;no
30;retired;married;secondary;no;2488;yes;yes;unknown;12;jul;543;1;-1;0;unknown;yes
47;blue-collar;single;primary;no;-2613;yes;no;cellular;25;may;232;2;-1;0;unknown;no
48;services;single;secondary;no;4775;yes;no;cellular;31;jun;106;1;-1;0;unknown;no
40;unemployed;married;primary;no;861;yes;no;unknown;28;aug;411;1;-1;0;unknown;yes
40;self-employed;married;secondary;no;783;no;no;cellular;23;may;99;1;-1;0;unknown;no
61;technician;married;secondary;no;2436;yes;no;cellular;7;nov;288;1;-1;0;unknown;yes
38;entrepreneur;divorced;primary;no;9041;no;no;cellular;7;jul;120;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;1396;no;no;cellular;26;may;261;2;-1;0;unknown;no
45;services;married;secondary;no;1319;no;no;cellular;2;aug;236;4;-1;0;unknown;no
58;entrepreneur;married;unknown;no;429;yes;no;unknown;23;apr;142;1;584;10;other;no
30;housemaid;single;secondary;no;1450;yes;yes;cellular;10;apr;109;1;-1;0;unknown;no
39;admin.;married;tertiary;no;2955;no;no;cellular;11;may;462;1;-1;0;unknown;no
32;admin.;married;secondary;no;3179;yes;no;cellular;27;feb;128;4;-1;0;unknown;no
28;technician;single;tertiary;no;1541;yes;no;cellular;24;jun;287;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;3192;no;yes;cellular;19;may;880;2;-1;0;unknown;yes
41;blue-collar;married;secondary;no;769;yes;no;unknown;30;jun;388;1;-1;0;unknown;no
30;blue-collar;married;tertiary;no;-661;no;no;cellular;28;jun;301;1;-1;0;unknown;no
38;blue-collar;single;secondary;no;3933;no;no;telephone;31;feb;57;2;-1;0;unknown;no
20;services;married;tertiary;no;1379;no;yes;cellular;30;may;84;2;-1;0;unknown;no
39;services;single;secondary;no;178;no;yes;cellular;3;may;381;2;-1;0;unknown;no
48;blue-collar;married;secondary;no;-2063;no;no;cellular;15;jul;55;2;-1;0;unknown;no
58;entrepreneur;single;secondary;no;2243;yes;no;cellular;20;sep;290;2;223;15;unknown;yes
19;blue-collar;married;secondary;no;1397;yes;no;cellular;1;jan;1091;7;-1;0;unknown;yes
34;admin.;divorced;tertiary;no;-3229;yes;no;telephone;10;may;149;6;188;24;failure;no
46;admin.;single;tertiary;no;-4291;no;no;cellular;18;jun;148;6;-1;0;unknown;no
45;admin.;married;secondary;no;3421;yes;no;cellular;16;sep;352;2;-1;0;unknown;yes
34;technician;married;primary;no;655;no;no;cellular;25;jan;42;2;-1;0;unknown;yes
42;blue-collar;divorced;secondary;no;3610;yes;no;cellular;24;may;4;7;-1;0;unknown;no
36;admin.;single;secondary;no;3060;no;no;cellular;27;aug;191;3;-1;0;unknown;no
41;services;single;tertiary;no;-3000;no;no;cellular;22;may;245;3;725;12;success;yes
56;blue-collar;single;tertiary;no;-6994;yes;no;cellular;3;jun;17;5;-1;0;unknown;no
50;technician;married;tertiary;no;1763;yes;no;cellular;19;mar;107;5;-1;0;unknown;no
28;admin.;married;secondary;no;-646;yes;no;unknown;13;may;63;1;-1;0;unknown;no
30;admin.;married;secondary;no;2722;yes;no;cellular;26;aug;107;5;-1;0;unknown;no
48;retired;single;tertiary;no;5772;yes;no;cellular;8;jul;31;3;-1;0;unknown;no
25;student;married;secondary;yes;123;yes;no;unknown;10;jul;18;2;-1;0;unknown;no
44;services;divorced;secondary;no;-2668;no;no;unknown;8;jul;2;2;-1;0;unknown;no
48;blue-collar;single;unknown;no;-934;no;no;cellular;22;dec;6;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;2512;no;no;cellular;5;jun;231;1;319;20;unknown;no
39;admin.;divorced;secondary;no;6959;yes;no;cellular;10;aug;279;2;422;11;failure;no
51;unknown;married;secondary;no;-1573;no;no;unknown;5;may;1218;1;-1;0;unknown;no
69;entrepreneur;married;primary;no;592;no;no;cellular;15;jun;120;1;184;14;failure;no
48;services;married;tertiary;no;-764;yes;yes;telephone;6;may;425;1;376;20;failure;yes
42;admin.;married;primary;no;199;yes;yes;telephone;11;jun;291;5;-1;0;unknown;no
26;admin.;married;secondary;no;4739;no;yes;unknown;7;aug;4;3;-1;0;unknown;no
19;admin.;married;tertiary;no;-2091;yes;no;cellular;6;jun;150;2;-1;0;unknown;yes
36;management;single;tertiary;no;3542;no;yes;unknown;24;nov;411;1;-1;0;unknown;no
52;entrepreneur;unknown;tertiary;no;916;no;no;cellular;27;jun;559;1;-1;0;unknown;yes
45;technician;married;secondary;no;-1021;no;yes;cellular;21;may;1429;1;-1;0;unknown;yes
49;services;married;tertiary;no;5689;yes;yes;cellular;9;apr;444;1;-1;0;unknown;no
44;retired;single;secondary;no;-747;no;yes;cellular;23;aug;122;3;-1;0;unknown;no
47;blue-collar;married;secondary;no;4447;yes;no;cellular;13;aug;546;2;-1;0;unknown;no
37;unknown;married;primary;no;-813;no;no;cellular;11;oct;169;1;414;9;unknown;yes
51;technician;married;secondary;no;4485;yes;yes;cellular;23;jan;17;3;-1;0;unknown;no
53;self-employed;married;secondary;no;851;no;no;cellular;21;nov;224;5;-1;0;unknown;yes
44;admin.;divorced;tertiary;no;4056;no;yes;cellular;4;jun;313;2;-1;0;unknown;no
42;admin.;married;secondary;no;-1196;yes;no;telephone;12;may;247;2;-1;0;unknown;no
19;blue-collar;single;tertiary;no;-3082;no;yes;cellular;24;aug;82;1;-1;0;unknown;no
39;admin.;single;secondary;no;5226;no;yes;cellular;12;may;205;1;313;19;unknown;no
39;student;married;tertiary;no;237;no;no;unknown;27;may;224;1;217;14;failure;no
43;services;married;tertiary;no;-1577;yes;no;telephone;18;jul;130;1;-1;0;unknown;no
56;services;single;secondary;no;8089;no;yes;cellular;17;may;168;4;-1;0;unknown;no
39;technician;single;secondary;no;-1856;yes;yes;cellular;20;feb;491;3;-1;0;unknown;no
71;housemaid;married;secondary;no;-4025;no;no;cellular;12;may;104;1;-1;0;unknown;no
40;technician;married;primary;no;2017;yes;no;cellular;30;jun;131;5;781;24;failure;no
50;technician;married;tertiary;no;1930;no;yes;cellular;14;aug;155;1;-1;0;unknown;no
40;admin.;married;tertiary;no;4430;yes;no;unknown;1;apr;77;2;-1;0;unknown;no
24;retired;married;secondary;no;5004;no;no;cellular;16;may;40;10;-1;0;unknown;no
41;retired;single;secondary;no;652;yes;no;cellular;3;aug;650;1;-1;0;unknown;no
32;admin.;married;secondary;no;2790;yes;no;cellular;13;jul;268;1;-1;0;unknown;no
53;technician;married;tertiary;no;2069;yes;no;cellular;1;jul;214;1;-1;0;unknown;no
38;management;single;secondary;no;-2128;yes;no;telephone;6;apr;113;4;474;1;failure;no
29;admin.;married;tertiary;no;2204;yes;no;cellular;4;may;71;1;-1;0;unknown;no
53;entrepreneur;married;secondary;no;5890;yes;no;cellular;5;oct;245;2;-1;0;unknown;no
50;blue-collar;single;primary;no;4195;yes;no;cellular;11;may;329;1;-1;0;unknown;no
58;retired;married;unknown;no;-111;no;yes;cellular;15;apr;105;1;410;6;unknown;no
50;technician;married;secondary;no;2500;yes;yes;cellular;12;nov;42;1;-1;0;unknown;no
44;technician;married;primary;no;3985;yes;no;unknown;20;feb;241;1;-1;0;unknown;no
43;blue-collar;married;unknown;no;-1957;yes;no;cellular;5;aug;238;5;-1;0;unknown;no
46;technician;married;tertiary;no;1905;no;yes;cellular;1;may;97;3;63;23;failure;no
22;student;married;tertiary;no;-2651;yes;no;cellular;5;nov;179;2;388;8;unknown;no
29;blue-collar;married;secondary;no;-3814;yes;no;telephone;17;aug;937;1;-1;0;unknown;no
39;self-employed;married;secondary;no;-824;yes;no;cellular;19;jul;490;2;-1;0;unknown;no
38;blue-collar;married;primary;no;-4611;no;no;unknown;21;feb;154;2;-1;0;unknown;no
28;self-employed;married;secondary;no;777;yes;no;cellular;12;may;721;10;-1;0;unknown;no
19;retired;married;secondary;no;1112;yes;yes;unknown;15;nov;42;1;-1;0;unknown;no
40;retired;single;secondary;no;-481;no;no;cellular;7;may;341;2;31;14;failure;no
38;management;married;secondary;no;4192;no;no;cellular;12;may;584;6;-1;0;unknown;no
28;technician;single;tertiary;no;2766;yes;no;cellular;1;may;268;3;409;2;success;yes
29;self-employed;single;secondary;no;2012;yes;no;telephone;26;jun;156;1;-1;0;unknown;no
34;blue-collar;divorced;primary;no;1616;no;no;cellular;10;may;1042;2;-1;0;unknown;yes
22;self-employed;single;tertiary;no;-2490;no;no;cellular;30;jul;32;1;-1;0;unknown;no
66;admin.;divorced;tertiary;no;1932;no;no;cellular;21;jan;8;3;-1;0;unknown;no
41;student;single;primary;no;-1569;yes;yes;telephone;18;may;15;2;-1;0;unknown;no
31;blue-collar;single;secondary;no;-3064;yes;yes;unknown;30;jun;243;1;-1;0;unknown;no
60;management;married;tertiary;no;22;no;no;cellular;19;may;786;1;-1;0;unknown;yes
42;housemaid;single;secondary;no;-4299;no;no;cellular;30;jun;111;2;-1;0;unknown;no
25;blue-collar;single;secondary;no;-3444;yes;no;cellular;26;may;141;3;-1;0;unknown;no
23;unemployed;married;tertiary;no;3043;yes;no;unknown;13;jun;37;2;-1;0;unknown;no
54;self-employed;divorced;tertiary;no;1294;no;no;cellular;2;nov;113;1;-1;0;unknown;yes
36;blue-collar;single;secondary;no;-2198;no;no;unknown;9;jun;252;1;-1;0;unknown;no
26;admin.;single;unknown;no;3229;yes;no;telephone;26;may;126;2;-1;0;unknown;no
30;self-employed;divorced;secondary;no;1816;yes;no;cellular;23;may;66;2;-1;0;unknown;no
28;management;married;secondary;no;-3207;yes;no;cellular;10;may;1007;3;-1;0;unknown;no
50;admin.;single;secondary;no;-551;no;no;unknown;6;may;351;2;-1;0;unknown;no
38;admin.;single;secondary;no;2863;no;no;cellular;20;jan;177;2;-1;0;unknown;yes
37;admin.;single;primary;no;3415;yes;no;cellular;7;may;159;2;-1;0;unknown;no
51;self-employed;married;secondary;no;3221;no;no;telephone;1;apr;125;2;-1;0;unknown;no
31;admin.;married;tertiary;no;902;no;no;cellular;16;aug;176;3;339;24;success;yes
40;services;single;secondary;no;4018;no;no;unknown;6;jul;36;3;-1;0;unknown;no
53;admin.;married;secondary;no;1207;yes;no;cellular;14;apr;56;3;441;3;failure;no
36;management;married;tertiary;no;4836;yes;no;unknown;9;jul;240;1;-1;0;unknown;no
30;blue-collar;married;tertiary;yes;6187;yes;no;cellular;24;may;1001;2;-1;0;unknown;no
24;blue-collar;married;secondary;no;1761;yes;no;telephone;8;mar;186;1;-1;0;unknown;no
37;entrepreneur;married;tertiary;no;6462;yes;no;telephone;3;may;582;5;672;15;failure;no
56;admin.;single;primary;no;1580;yes;yes;cellular;7;may;113;3;-1;0;unknown;no
25;admin.;single;tertiary;no;-1509;yes;no;cellular;27;jun;158;4;-1;0;unknown;yes
40;blue-collar;single;tertiary;no;7402;yes;no;cellular;11;jul;742;7;-1;0;unknown;yes
19;admin.;married;tertiary;no;2534;no;no;cellular;8;may;110;2;-1;0;unknown;no
47;management;single;tertiary;no;1734;no;no;cellular;28;jun;723;1;-1;0;unknown;no
31;technician;married;secondary;no;5357;no;no;cellular;21;may;57;4;-1;0;unknown;no
49;services;married;primary;no;5641;yes;no;unknown;15;aug;482;1;660;10;unknown;no
47;technician;single;tertiary;no;918;no;no;unknown;20;aug;492;4;-1;0;unknown;no
32;blue-collar;married;tertiary;no;672;yes;yes;cellular;8;apr;185;1;-1;0;unknown;no
33;housemaid;married;tertiary;no;-4170;yes;yes;cellular;5;may;38;3;232;1;unknown;no
43;blue-collar;married;primary;no;4310;no;no;cellular;17;may;1;1;-1;0;unknown;no
33;technician;single;tertiary;no;3159;no;no;cellular;13;jul;596;2;-1;0;unknown;no
38;blue-collar;married;secondary;no;1824;yes;no;cellular;13;nov;169;1;-1;0;unknown;no
65;admin.;married;secondary;no;-1952;yes;no;cellular;19;may;553;1;-1;0;unknown;yes
27;technician;married;secondary;no;7357;yes;no;cellular;13;nov;124;2;-1;0;unknown;no
64;admin.;single;tertiary;no;4474;yes;no;cellular;26;jul;352;1;-1;0;unknown;no
53;management;married;primary;no;2296;no;no;cellular;26;aug;165;2;245;19;failure;no
37;blue-collar;married;secondary;no;-1641;yes;no;unknown;3;aug;449;1;167;20;other;no
33;entrepreneur;single;primary;no;5061;yes;no;cellular;13;may;261;5;633;19;failure;no
34;admin.;married;tertiary;no;1273;no;no;cellular;12;jun;3;1;-1;0;unknown;no
65;technician;single;secondary;no;-2549;yes;no;unknown;11;may;103;5;-1;0;unknown;no
31;services;single;secondary;no;1387;yes;no;cellular;8;apr;318;4;-1;0;unknown;no
29;blue-collar;married;tertiary;no;19;no;no;unknown;17;apr;71;4;-1;0;unknown;no
35;admin.;married;secondary;no;741;no;no;cellular;3;aug;106;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;3428;no;no;unknown;26;may;76;4;833;16;unknown;no
40;technician;single;secondary;no;8856;no;no;cellular;17;may;440;4;-1;0;unknown;no
37;blue-collar;married;primary;no;-534;no;yes;cellular;12;may;310;8;-1;0;unknown;no
33;housemaid;single;tertiary;no;601;no;yes;cellular;20;may;197;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;3806;no;no;cellular;5;may;322;4;-1;0;unknown;no
41;blue-collar;married;secondary;no;3858;yes;no;unknown;29;jun;823;4;-1;0;unknown;yes
53;services;single;primary;no;3924;no;no;cellular;22;may;94;5;867;2;success;no
28;student;married;secondary;no;5972;no;no;cellular;24;aug;177;2;-1;0;unknown;no
52;technician;married;secondary;no;-2393;yes;no;cellular;24;feb;399;1;-1;0;unknown;no
55;student;single;unknown;no;2424;yes;no;cellular;19;nov;168;2;-1;0;unknown;no
47;admin.;married;secondary;no;-366;yes;no;cellular;8;jan;557;9;25;1;failure;no
58;services;married;secondary;no;-1708;yes;no;cellular;12;aug;77;2;-1;0;unknown;no
53;services;single;secondary;no;3708;yes;no;cellular;20;jul;301;3;-1;0;unknown;yes
25;technician;married;secondary;no;-480;yes;no;cellular;22;may;66;2;-1;0;unknown;no
21;technician;married;primary;no;31;no;yes;cellular;21;may;115;3;827;23;failure;no
28;admin.;divorced;secondary;no;2202;yes;no;cellular;20;may;122;1;-1;0;unknown;no
46;unknown;married;secondary;no;-1776;no;yes;unknown;8;jul;77;1;-1;0;unknown;no
40;blue-collar;married;primary;no;7344;no;no;cellular;20;may;168;4;-1;0;unknown;no
42;self-employed;married;primary;no;3280;yes;no;unknown;3;apr;147;1;561;2;failure;no
49;unemployed;married;secondary;no;529;no;no;cellular;29;jun;24;4;690;9;failure;no
27;unemployed;single;secondary;no;936;yes;no;cellular;16;nov;323;1;-1;0;unknown;no
31;blue-collar;divorced;tertiary;no;4357;yes;no;cellular;4;jul;72;1;-1;0;unknown;no
19;admin.;divorced;tertiary;no;-1522;no;no;unknown;9;oct;16;3;-1;0;unknown;no
61;technician;divorced;secondary;no;-2716;yes;no;unknown;25;jul;678;1;-1;0;unknown;no
44;admin.;married;secondary;no;2317;no;no;unknown;29;may;5;2;-1;0;unknown;no
50;blue-collar;married;primary;no;3807;no;no;telephone;20;may;429;2;-1;0;unknown;yes
37;admin.;married;tertiary;no;1724;yes;no;cellular;17;jun;415;3;-1;0;unknown;no
51;student;divorced;unknown;no;-1713;yes;no;unknown;9;may;196;3;-1;0;unknown;no
26;student;divorced;secondary;no;8544;no;no;cellular;16;may;268;4;-1;0;unknown;no
46;blue-collar;married;secondary;no;-1377;yes;no;cellular;19;may;631;1;687;7;success;yes
38;unknown;divorced;tertiary;no;322;yes;no;cellular;31;jun;189;1;-1;0;unknown;no
44;admin.;married;tertiary;no;2162;no;no;cellular;26;jul;80;3;-1;0;unknown;no
40;retired;single;tertiary;no;110;no;no;telephone;14;may;168;1;-1;0;unknown;yes
45;admin.;single;secondary;no;3956;no;no;telephone;7;may;104;1;-1;0;unknown;no
20;blue-collar;married;secondary;no;4917;no;yes;cellular;7;jun;88;3;-1;0;unknown;yes
32;blue-collar;single;tertiary;no;372;yes;no;unknown;24;jul;174;1;-1;0;unknown;no
48;admin.;divorced;tertiary;no;-6153;yes;no;cellular;2;aug;71;1;-1;0;unknown;no
61;retired;divorced;secondary;no;1584;yes;no;cellular;21;may;90;5;-1;0;unknown;no
32;housemaid;single;tertiary;no;4830;yes;no;unknown;30;aug;299;3;-1;0;unknown;no
48;blue-collar;divorced;tertiary;no;3039;yes;no;unknown;18;apr;199;1;-1;0;unknown;no
47;blue-collar;divorced;tertiary;no;3278;no;no;telephone;5;jul;658;8;-1;0;unknown;no
43;blue-collar;married;secondary;no;-415;yes;no;cellular;6;nov;12;2;298;10;failure;no
57;admin.;married;secondary;no;4889;yes;no;telephone;11;nov;129;1;247;20;other;yes
35;admin.;married;tertiary;no;1660;yes;no;unknown;24;may;710;1;-1;0;unknown;yes
50;admin.;married;secondary;no;2844;yes;no;cellular;21;may;38;1;-1;0;unknown;no
38;housemaid;married;secondary;no;4511;yes;no;cellular;27;may;88;2;-1;0;unknown;no
57;entrepreneur;married;secondary;yes;2746;yes;no;cellular;3;jun;135;2;-1;0;unknown;no
34;management;married;secondary;no;3366;no;yes;cellular;3;may;640;2;-1;0;unknown;no
43;technician;married;secondary;no;73;yes;yes;unknown;8;may;100;1;-1;0;unknown;no
25;housemaid;married;primary;no;-181;yes;no;cellular;21;jul;314;2;-1;0;unknown;no
33;blue-collar;married;secondary;no;849;no;no;cellular;18;may;814;1;-1;0;unknown;no
58;services;married;secondary;no;4190;yes;no;cellular;3;may;177;3;-1;0;unknown;no
36;technician;single;secondary;no;-4835;no;no;cellular;15;jun;856;4;-1;0;unknown;yes
37;housemaid;married;secondary;no;-101;yes;no;unknown;2;apr;248;2;-1;0;unknown;yes
51;blue-collar;married;secondary;no;-2514;yes;yes;cellular;29;may;11;1;-1;0;unknown;no
32;management;married;primary;no;2604;no;no;cellular;2;may;1225;1;-1;0;unknown;yes
40;services;single;secondary;no;-2583;yes;no;telephone;6;nov;12;3;-1;0;unknown;no
37;blue-collar;married;secondary;no;-1907;no;no;unknown;19;jul;10;4;-1;0;unknown;no
44;services;married;primary;no;-946;no;yes;unknown;22;apr;282;2;-1;0;unknown;no
47;technician;divorced;secondary;no;1660;yes;no;unknown;29;jul;35;5;-1;0;unknown;no
42;admin.;married;tertiary;no;3176;no;no;unknown;23;may;27;1;580;24;failure;no
19;management;divorced;tertiary;no;-370;no;no;telephone;4;jul;86;1;715;3;success;no
39;admin.;single;secondary;no;955;yes;yes;unknown;1;apr;75;3;-1;0;unknown;no
34;retired;single;secondary;no;5480;no;no;cellular;22;nov;131;2;-1;0;unknown;no
26;blue-collar;divorced;tertiary;no;91;no;no;unknown;10;may;327;3;717;9;failure;no
19;technician;married;secondary;no;3034;yes;no;cellular;8;may;294;10;603;3;unknown;no
31;blue-collar;married;primary;no;7172;yes;no;cellular;7;apr;147;5;258;15;failure;no
56;admin.;married;tertiary;no;2284;yes;no;cellular;15;may;24;1;-1;0;unknown;no
44;admin.;single;secondary;no;3383;no;no;cellular;9;aug;100;2;-1;0;unknown;no
49;housemaid;single;tertiary;no;5345;yes;no;unknown;14;apr;401;1;-1;0;unknown;yes
41;admin.;married;tertiary;no;10052;yes;no;unknown;22;mar;648;1;-1;0;unknown;no
56;technician;married;tertiary;no;5569;yes;no;telephone;15;aug;349;1;-1;0;unknown;yes
42;admin.;single;unknown;no;8434;yes;no;cellular;5;aug;73;3;-1;0;unknown;no
